Num Initial Clusters,Num Inferred Clusters,Loss,_step,_wandb,_runtime,_timestamp,Adjusted Rand Score,Num Iter Till Convergence,Adjusted Mutual Info Score,Normalized Mutual Info Score,Runtime,Rand Score,n_samples,n_clusters,n_features,repeat_idx,init_method,max_distance_param,likelihood_cov_prefactor,centroids_prior_cov_prefactor,State,Sweep,run_name
1000.0,1000.0,10334.070286107675,0.0,{'runtime': 3},2.0,1641329871.0,0.0,2.0,1.7624996650085032e-12,0.6341075970488453,0.2044580802321434,0.959965965965966,1000,25,29,1,dp-means,1.0,1.0,10,finished,cngchcwr,vocal-sweep-536
1000.0,1000.0,11876.568664850813,0.0,{'runtime': 3},2.0,1641329871.0,0.0,2.0,1.819489963208398e-12,0.6347314222301335,0.1956670768558979,0.9603443443443443,1000,25,29,0,dp-means,1.0,1.0,10,finished,cngchcwr,mild-sweep-535
990.0,990.0,829.5384560266625,0.0,{'runtime': 3},1.0,1641329868.0,0.0009596685013919248,2.0,0.007167100064385216,0.6349778862766002,0.14591521210968494,0.959985985985986,1000,25,7,1,dp-means,1.0,1.0,10,finished,cngchcwr,sandy-sweep-534
989.0,989.0,4326.615115017963,0.0,{'runtime': 3},2.0,1641329868.0,0.0010660732450634642,2.0,0.007894006273090387,0.6356893753375239,0.1801613550633192,0.9603663663663664,1000,25,7,0,dp-means,1.0,1.0,10,finished,cngchcwr,royal-sweep-533
1000.0,1000.0,52217.03648883706,0.0,{'runtime': 3},2.0,1641329865.0,0.0,2.0,4.66027910666101e-13,0.3777566775780946,0.2469333279877901,0.8004424424424424,1000,5,29,1,dp-means,1.0,1.0,10,finished,cngchcwr,snowy-sweep-532
957.0,957.0,4002.945238138463,0.0,{'runtime': 2},2.0,1641329862.0,0.0006904183527733586,2.0,0.01788739767562248,0.38041946007281585,0.15514063648879528,0.8005285285285285,1000,5,7,1,dp-means,1.0,1.0,10,finished,cngchcwr,polar-sweep-530
1000.0,1000.0,69252.32408976424,0.0,{'runtime': 3},2.0,1641329864.0,0.0,2.0,6.782282883098306e-13,0.37764897361046734,0.19414002634584904,0.8002042042042042,1000,5,29,0,dp-means,1.0,1.0,10,finished,cngchcwr,summer-sweep-531
948.0,948.0,8298.10963036311,0.0,{'runtime': 3},2.0,1641329862.0,0.0009297912676303032,2.0,0.022164519810121724,0.38100652360407183,0.2160421926528215,0.8003203203203203,1000,5,7,0,dp-means,1.0,1.0,10,finished,cngchcwr,young-sweep-529
1000.0,1000.0,10334.070286107675,0.0,{'runtime': 3},2.0,1641329860.0,0.0,2.0,1.7624996650085032e-12,0.6341075970488453,0.24692565761506555,0.959965965965966,1000,25,29,1,dp-means,0.5,1.0,10,finished,cngchcwr,swept-sweep-528
1000.0,1000.0,825.2784001644432,0.0,{'runtime': 3},2.0,1641329856.0,0.0,2.0,1.7624996650085032e-12,0.6341075970488453,0.22320096381008625,0.959965965965966,1000,25,7,1,dp-means,0.5,1.0,10,finished,cngchcwr,tough-sweep-526
1000.0,1000.0,11876.568664850813,0.0,{'runtime': 3},2.0,1641329856.0,0.0,2.0,1.819489963208398e-12,0.6347314222301335,0.1878598555922508,0.9603443443443443,1000,25,29,0,dp-means,0.5,1.0,10,finished,cngchcwr,sweepy-sweep-527
1000.0,1000.0,4313.3616935800965,0.0,{'runtime': 3},3.0,1641329859.0,0.0,2.0,1.819489963208398e-12,0.6347314222301335,0.21274220012128353,0.9603443443443443,1000,25,7,0,dp-means,0.5,1.0,10,finished,cngchcwr,lucky-sweep-525
1000.0,1000.0,52217.03648883706,0.0,{'runtime': 3},1.0,1641329851.0,0.0,2.0,4.66027910666101e-13,0.3777566775780946,0.2391567155718803,0.8004424424424424,1000,5,29,1,dp-means,0.5,1.0,10,finished,cngchcwr,twilight-sweep-524
1000.0,1000.0,69252.32408976424,0.0,{'runtime': 3},2.0,1641329852.0,0.0,2.0,6.782282883098306e-13,0.37764897361046734,0.22129261121153831,0.8002042042042042,1000,5,29,0,dp-means,0.5,1.0,10,finished,cngchcwr,golden-sweep-523
999.0,999.0,3979.537360528864,0.0,{'runtime': 3},1.0,1641329849.0,1.6060305926923492e-05,2.0,0.0004187319597097702,0.3778181793125263,0.18754049576818943,0.8004444444444444,1000,5,7,1,dp-means,0.5,1.0,10,finished,cngchcwr,logical-sweep-522
1000.0,1000.0,8294.81660080353,0.0,{'runtime': 3},2.0,1641329848.0,0.0,2.0,6.782282883098306e-13,0.37764897361046734,0.12988346628844738,0.8002042042042042,1000,5,7,0,dp-means,0.5,1.0,10,finished,cngchcwr,silvery-sweep-521
1000.0,1000.0,10334.070286107675,0.0,{'runtime': 3},2.0,1641329847.0,0.0,2.0,1.7624996650085032e-12,0.6341075970488453,0.20783242024481297,0.959965965965966,1000,25,29,1,dp-means,0.1,1.0,10,finished,cngchcwr,fine-sweep-520
1000.0,1000.0,11876.568664850814,0.0,{'runtime': 3},3.0,1641329848.0,0.0,2.0,1.819489963208398e-12,0.6347314222301335,0.2819203529506922,0.9603443443443443,1000,25,29,0,dp-means,0.1,1.0,10,finished,cngchcwr,different-sweep-519
1000.0,1000.0,4313.3616935800965,0.0,{'runtime': 3},2.0,1641329843.0,0.0,2.0,1.819489963208398e-12,0.6347314222301335,0.18421869538724425,0.9603443443443443,1000,25,7,0,dp-means,0.1,1.0,10,finished,cngchcwr,jumping-sweep-517
1000.0,1000.0,825.2784001644432,0.0,{'runtime': 3},1.0,1641329843.0,0.0,2.0,1.7624996650085032e-12,0.6341075970488453,0.137513879686594,0.959965965965966,1000,25,7,1,dp-means,0.1,1.0,10,finished,cngchcwr,unique-sweep-518
1000.0,1000.0,52217.03648883706,0.0,{'runtime': 3},2.0,1641329840.0,0.0,2.0,4.66027910666101e-13,0.3777566775780946,0.15845445543527603,0.8004424424424424,1000,5,29,1,dp-means,0.1,1.0,10,finished,cngchcwr,trim-sweep-516
1000.0,1000.0,69252.32408976424,0.0,{'runtime': 3},3.0,1641329839.0,0.0,2.0,6.782282883098306e-13,0.37764897361046734,0.294700862839818,0.8002042042042042,1000,5,29,0,dp-means,0.1,1.0,10,finished,cngchcwr,comfy-sweep-515
1000.0,1000.0,3979.5808159876706,0.0,{'runtime': 3},2.0,1641329837.0,0.0,2.0,4.66027910666101e-13,0.3777566775780946,0.18390502035617828,0.8004424424424424,1000,5,7,1,dp-means,0.1,1.0,10,finished,cngchcwr,light-sweep-514
1000.0,1000.0,8294.81660080353,0.0,{'runtime': 3},2.0,1641329837.0,0.0,2.0,6.782282883098306e-13,0.37764897361046734,0.1286688931286335,0.8002042042042042,1000,5,7,0,dp-means,0.1,1.0,10,finished,cngchcwr,cool-sweep-513
1.0,1.0,1588133.1200644486,0.0,{'runtime': 3},2.0,1641329834.0,0.0,2.0,-6.591644296403819e-17,0.0,0.06709408387541771,0.04003403403403403,1000,25,29,1,dp-means++,500.0,50.0,5,finished,cngchcwr,young-sweep-512
1.0,1.0,381274.4891090676,0.0,{'runtime': 3},2.0,1641329831.0,0.0,2.0,-6.591644296403819e-17,0.0,0.06347684375941753,0.04003403403403403,1000,25,7,1,dp-means++,500.0,50.0,5,finished,cngchcwr,restful-sweep-510
1.0,1.0,1600923.7100478804,0.0,{'runtime': 3},2.0,1641329833.0,0.0,2.0,-3.374047563088763e-17,0.0,0.1012639682739973,0.03965565565565565,1000,25,29,0,dp-means++,500.0,50.0,5,finished,cngchcwr,grateful-sweep-511
1.0,1.0,1579402.5906814777,0.0,{'runtime': 3},2.0,1641329830.0,0.0,2.0,-2.054045494103695e-16,0.0,0.17003219947218895,0.19955755755755755,1000,5,29,1,dp-means++,500.0,50.0,5,finished,cngchcwr,confused-sweep-508
1.0,1.0,381479.35503040755,0.0,{'runtime': 2},2.0,1641329830.0,0.0,2.0,-3.374047563088763e-17,0.0,0.082264119759202,0.03965565565565565,1000,25,7,0,dp-means++,500.0,50.0,5,finished,cngchcwr,deep-sweep-509
1.0,1.0,1570883.4086425486,0.0,{'runtime': 3},1.0,1641329829.0,0.0,2.0,4.617703779927493e-16,0.0,0.06648882292211056,0.1997957957957958,1000,5,29,0,dp-means++,500.0,50.0,5,finished,cngchcwr,robust-sweep-507
1.0,1.0,375626.66845778713,0.0,{'runtime': 3},2.0,1641329825.0,0.0,2.0,-2.054045494103695e-16,0.0,0.07056514918804169,0.19955755755755755,1000,5,7,1,dp-means++,500.0,50.0,5,finished,cngchcwr,brisk-sweep-506
1.0,1.0,368097.5829176636,0.0,{'runtime': 3},1.0,1641329825.0,0.0,2.0,4.617703779927493e-16,0.0,0.06600899994373322,0.1997957957957958,1000,5,7,0,dp-means++,500.0,50.0,5,finished,cngchcwr,hearty-sweep-505
1.0,1.0,1600923.7100478804,0.0,{'runtime': 3},1.0,1641329821.0,0.0,2.0,-3.374047563088763e-17,0.0,0.06814049929380417,0.03965565565565565,1000,25,29,0,dp-means++,100.0,50.0,5,finished,cngchcwr,lyric-sweep-503
1.0,1.0,1588133.1200644486,0.0,{'runtime': 3},1.0,1641329820.0,0.0,2.0,-6.591644296403819e-17,0.0,0.0738811232149601,0.04003403403403403,1000,25,29,1,dp-means++,100.0,50.0,5,finished,cngchcwr,rural-sweep-504
1.0,1.0,381274.4891090676,0.0,{'runtime': 3},2.0,1641329819.0,0.0,2.0,-6.591644296403819e-17,0.0,0.06345050223171711,0.04003403403403403,1000,25,7,1,dp-means++,100.0,50.0,5,finished,cngchcwr,pleasant-sweep-502
1.0,1.0,381479.35503040755,0.0,{'runtime': 3},1.0,1641329817.0,0.0,2.0,-3.374047563088763e-17,0.0,0.0497165285050869,0.03965565565565565,1000,25,7,0,dp-means++,100.0,50.0,5,finished,cngchcwr,stellar-sweep-501
1.0,1.0,1579402.5906814777,0.0,{'runtime': 3},2.0,1641329816.0,0.0,2.0,-2.054045494103695e-16,0.0,0.07157450541853905,0.19955755755755755,1000,5,29,1,dp-means++,100.0,50.0,5,finished,cngchcwr,blooming-sweep-500
1.0,1.0,1570883.4086425486,0.0,{'runtime': 2},3.0,1641329817.0,0.0,2.0,4.617703779927493e-16,0.0,0.09029190242290495,0.1997957957957958,1000,5,29,0,dp-means++,100.0,50.0,5,finished,cngchcwr,prime-sweep-499
1.0,1.0,375626.66845778713,0.0,{'runtime': 3},2.0,1641329814.0,0.0,2.0,-2.054045494103695e-16,0.0,0.0699296835809946,0.19955755755755755,1000,5,7,1,dp-means++,100.0,50.0,5,finished,cngchcwr,tough-sweep-498
1.0,1.0,368097.5829176636,0.0,{'runtime': 3},2.0,1641329814.0,0.0,2.0,4.617703779927493e-16,0.0,0.053967827931046486,0.1997957957957958,1000,5,7,0,dp-means++,100.0,50.0,5,finished,cngchcwr,youthful-sweep-497
94.0,94.0,1023931.5827553634,0.0,{'runtime': 3},1.0,1641329808.0,0.022348633538143384,9.0,0.07676086018199159,0.3099669757858791,0.3862086087465286,0.9470990990990992,1000,25,29,1,dp-means++,50.0,50.0,5,finished,cngchcwr,peachy-sweep-496
102.0,102.0,1023840.8592140288,0.0,{'runtime': 3},2.0,1641329810.0,0.025327695472919284,9.0,0.09875195452263516,0.3373646904638767,0.4560580123215914,0.9487747747747748,1000,25,29,0,dp-means++,50.0,50.0,5,finished,cngchcwr,fresh-sweep-495
1.0,1.0,381479.35503040755,0.0,{'runtime': 3},2.0,1641329806.0,0.0,2.0,-3.374047563088763e-17,0.0,0.06367739103734493,0.03965565565565565,1000,25,7,0,dp-means++,50.0,50.0,5,finished,cngchcwr,twilight-sweep-493
1.0,1.0,381274.4891090676,0.0,{'runtime': 3},2.0,1641329806.0,0.0,2.0,-6.591644296403819e-17,0.0,0.06666230782866478,0.04003403403403403,1000,25,7,1,dp-means++,50.0,50.0,5,finished,cngchcwr,cosmic-sweep-494
89.0,89.0,1039689.079080766,0.0,{'runtime': 3},2.0,1641329802.0,0.02566276936822558,10.0,0.13641106525723237,0.1939886403338243,0.3803802076727152,0.7958258258258258,1000,5,29,1,dp-means++,50.0,50.0,5,finished,cngchcwr,youthful-sweep-492
85.0,85.0,1039691.2149739926,0.0,{'runtime': 3},3.0,1641329800.0,0.022704189300869527,13.0,0.11152462595135593,0.16919250240996123,0.5939836017787457,0.7947047047047047,1000,5,29,0,dp-means++,50.0,50.0,5,finished,cngchcwr,sandy-sweep-491
1.0,1.0,368097.5829176636,0.0,{'runtime': 3},2.0,1641329798.0,0.0,2.0,4.617703779927493e-16,0.0,0.05087782256305218,0.1997957957957958,1000,5,7,0,dp-means++,50.0,50.0,5,finished,cngchcwr,good-sweep-489
1.0,1.0,375626.66845778713,0.0,{'runtime': 3},2.0,1641329798.0,0.0,2.0,-2.054045494103695e-16,0.0,0.05407259427011013,0.19955755755755755,1000,5,7,1,dp-means++,50.0,50.0,5,finished,cngchcwr,zany-sweep-490
1000.0,1000.0,6500.9121700885,0.0,{'runtime': 16},15.0,1641329808.0,0.0,2.0,1.7624996650085032e-12,0.6341075970488453,12.70068228803575,0.959965965965966,1000,25,29,1,dp-means++,10.0,50.0,5,finished,cngchcwr,peach-sweep-488
1000.0,1000.0,6315.554741377702,0.0,{'runtime': 14},13.0,1641329801.0,0.0,2.0,1.819489963208398e-12,0.6347314222301335,10.842466158792377,0.9603443443443443,1000,25,29,0,dp-means++,10.0,50.0,5,finished,cngchcwr,atomic-sweep-487
535.0,538.0,20464.160368578418,0.0,{'runtime': 5},3.0,1641329791.0,0.0011092777052927206,4.0,0.007038297357734918,0.5264880095061527,1.747563861310482,0.9582902902902904,1000,25,7,1,dp-means++,10.0,50.0,5,finished,cngchcwr,sparkling-sweep-486
539.0,542.0,21589.525051891924,0.0,{'runtime': 5},4.0,1641329793.0,0.00033281757190438253,5.0,0.002297213362803031,0.5258036091003156,2.043428113684058,0.9586586586586586,1000,25,7,0,dp-means++,10.0,50.0,5,finished,cngchcwr,northern-sweep-485
1000.0,1000.0,35080.41922464176,0.0,{'runtime': 15},14.0,1641329797.0,0.0,2.0,6.782282883098306e-13,0.37764897361046734,12.419824184849858,0.8002042042042042,1000,5,29,0,dp-means++,10.0,50.0,5,finished,cngchcwr,glamorous-sweep-483
523.0,524.0,23249.298791703714,0.0,{'runtime': 4},3.0,1641329787.0,0.0008863504733327474,5.0,0.014610257340609684,0.268619827738033,1.6058944892138245,0.7994234234234234,1000,5,7,1,dp-means++,10.0,50.0,5,finished,cngchcwr,fresh-sweep-482
1000.0,1000.0,26034.925567522565,0.0,{'runtime': 14},12.0,1641329794.0,0.0,2.0,4.66027910666101e-13,0.3777566775780946,10.810434328392148,0.8004424424424424,1000,5,29,1,dp-means++,10.0,50.0,5,finished,cngchcwr,distinctive-sweep-484
515.0,515.0,30005.795188489486,0.0,{'runtime': 4},4.0,1641329784.0,0.0012510757009386508,7.0,0.022643828957784447,0.27178042849914297,1.7488040626049042,0.7992452452452452,1000,5,7,0,dp-means++,10.0,50.0,5,finished,cngchcwr,leafy-sweep-481
1000.0,1000.0,6500.912170088502,0.0,{'runtime': 15},14.0,1641329789.0,0.0,2.0,1.7624996650085032e-12,0.6341075970488453,12.12708619236946,0.959965965965966,1000,25,29,1,dp-means++,5.0,50.0,5,finished,cngchcwr,wild-sweep-480
1000.0,1000.0,6315.5547413777,0.0,{'runtime': 15},14.0,1641329785.0,0.0,2.0,1.819489963208398e-12,0.6347314222301335,12.238857386633754,0.9603443443443443,1000,25,29,0,dp-means++,5.0,50.0,5,finished,cngchcwr,olive-sweep-479
975.0,975.0,957.4647076099984,0.0,{'runtime': 8},7.0,1641329774.0,-8.083065926668191e-06,2.0,-5.860355135921328e-05,0.6295441160160936,4.774924987927079,0.959915915915916,1000,25,7,1,dp-means++,5.0,50.0,5,finished,cngchcwr,glad-sweep-478
980.0,980.0,2817.4013548353732,0.0,{'runtime': 7},7.0,1641329772.0,-8.000570573809339e-05,2.0,-0.0005908407254837186,0.6309804291340217,4.467173727229238,0.9603043043043044,1000,25,7,0,dp-means++,5.0,50.0,5,finished,cngchcwr,genial-sweep-477
1000.0,1000.0,35080.41922464176,0.0,{'runtime': 15},15.0,1641329778.0,0.0,2.0,6.782282883098306e-13,0.37764897361046734,12.211417524144052,0.8002042042042042,1000,5,29,0,dp-means++,5.0,50.0,5,finished,cngchcwr,still-sweep-475
1000.0,1000.0,26034.925567522565,0.0,{'runtime': 14},13.0,1641329776.0,0.0,2.0,4.66027910666101e-13,0.3777566775780946,10.811006920412185,0.8004424424424424,1000,5,29,1,dp-means++,5.0,50.0,5,finished,cngchcwr,super-sweep-476
987.0,987.0,2646.201309486197,0.0,{'runtime': 7},7.0,1641329769.0,4.826619921868404e-05,2.0,0.00125614128821937,0.3759477411834741,5.104177923873067,0.8004364364364365,1000,5,7,1,dp-means++,5.0,50.0,5,finished,cngchcwr,wise-sweep-474
978.0,978.0,9928.406668257128,0.0,{'runtime': 7},6.0,1641329767.0,6.822232193542532e-05,2.0,0.0014634059854764655,0.3741281109170115,3.7766365241259336,0.8001901901901902,1000,5,7,0,dp-means++,5.0,50.0,5,finished,cngchcwr,confused-sweep-473
1000.0,1000.0,6500.9121700885,0.0,{'runtime': 16},14.0,1641329776.0,0.0,2.0,1.7624996650085032e-12,0.6341075970488453,12.544676385819912,0.959965965965966,1000,25,29,1,dp-means++,1.0,50.0,5,finished,cngchcwr,glamorous-sweep-472
1000.0,1000.0,695.7663268734677,0.0,{'runtime': 8},8.0,1641329762.0,0.0,2.0,1.7624996650085032e-12,0.6341075970488453,5.546514758840203,0.959965965965966,1000,25,7,1,dp-means++,1.0,50.0,5,finished,cngchcwr,peachy-sweep-470
1000.0,1000.0,6315.5547413777,0.0,{'runtime': 15},15.0,1641329769.0,0.0,2.0,1.819489963208398e-12,0.6347314222301335,12.51996541582048,0.9603443443443443,1000,25,29,0,dp-means++,1.0,50.0,5,finished,cngchcwr,grateful-sweep-471
1000.0,1000.0,2626.831566318988,0.0,{'runtime': 8},7.0,1641329754.0,0.0,2.0,1.819489963208398e-12,0.6347314222301335,5.022965071722865,0.9603443443443443,1000,25,7,0,dp-means++,1.0,50.0,5,finished,cngchcwr,leafy-sweep-469
1000.0,1000.0,26034.925567522565,0.0,{'runtime': 15},14.0,1641329757.0,0.0,2.0,4.66027910666101e-13,0.3777566775780946,12.226531364023684,0.8004424424424424,1000,5,29,1,dp-means++,1.0,50.0,5,finished,cngchcwr,jumping-sweep-468
1000.0,1000.0,9710.163907097172,0.0,{'runtime': 7},7.0,1641329749.0,0.0,2.0,6.782282883098306e-13,0.37764897361046734,4.297627946361899,0.8002042042042042,1000,5,7,0,dp-means++,1.0,50.0,5,finished,cngchcwr,blooming-sweep-465
1000.0,1000.0,35080.419224641766,0.0,{'runtime': 14},12.0,1641329752.0,0.0,2.0,6.782282883098306e-13,0.37764897361046734,10.85195878893137,0.8002042042042042,1000,5,29,0,dp-means++,1.0,50.0,5,finished,cngchcwr,efficient-sweep-467
1000.0,1000.0,2523.5177546070463,0.0,{'runtime': 8},7.0,1641329748.0,0.0,2.0,4.66027910666101e-13,0.3777566775780946,5.474496005102992,0.8004424424424424,1000,5,7,1,dp-means++,1.0,50.0,5,finished,cngchcwr,denim-sweep-466
1000.0,1000.0,6500.9121700885,0.0,{'runtime': 14},12.0,1641329749.0,0.0,2.0,1.7624996650085032e-12,0.6341075970488453,10.878904221579432,0.959965965965966,1000,25,29,1,dp-means++,0.5,50.0,5,finished,cngchcwr,usual-sweep-464
1000.0,1000.0,6315.5547413777,0.0,{'runtime': 13},12.0,1641329750.0,0.0,2.0,1.819489963208398e-12,0.6347314222301335,10.57304667122662,0.9603443443443443,1000,25,29,0,dp-means++,0.5,50.0,5,finished,cngchcwr,good-sweep-463
1000.0,1000.0,695.7663268734677,0.0,{'runtime': 9},8.0,1641329742.0,0.0,2.0,1.7624996650085032e-12,0.6341075970488453,6.191765649244189,0.959965965965966,1000,25,7,1,dp-means++,0.5,50.0,5,finished,cngchcwr,vivid-sweep-462
1000.0,1000.0,2626.831566318988,0.0,{'runtime': 8},7.0,1641329741.0,0.0,2.0,1.819489963208398e-12,0.6347314222301335,5.515430612489581,0.9603443443443443,1000,25,7,0,dp-means++,0.5,50.0,5,finished,cngchcwr,still-sweep-461
1000.0,1000.0,26034.925567522565,0.0,{'runtime': 15},15.0,1641329746.0,0.0,2.0,4.66027910666101e-13,0.3777566775780946,12.435845931991937,0.8004424424424424,1000,5,29,1,dp-means++,0.5,50.0,5,finished,cngchcwr,resilient-sweep-460
1000.0,1000.0,35080.419224641766,0.0,{'runtime': 13},12.0,1641329733.0,0.0,2.0,6.782282883098306e-13,0.37764897361046734,10.547935923561454,0.8002042042042042,1000,5,29,0,dp-means++,0.5,50.0,5,finished,cngchcwr,glowing-sweep-459
1000.0,1000.0,2523.5177546070463,0.0,{'runtime': 7},6.0,1641329726.0,0.0,2.0,4.66027910666101e-13,0.3777566775780946,4.420593587681651,0.8004424424424424,1000,5,7,1,dp-means++,0.5,50.0,5,finished,cngchcwr,feasible-sweep-458
1000.0,1000.0,9710.163907097172,0.0,{'runtime': 9},8.0,1641329729.0,0.0,2.0,6.782282883098306e-13,0.37764897361046734,6.106839211657643,0.8002042042042042,1000,5,7,0,dp-means++,0.5,50.0,5,finished,cngchcwr,dark-sweep-457
1000.0,1000.0,6500.912170088502,0.0,{'runtime': 15},14.0,1641329734.0,0.0,2.0,1.7624996650085032e-12,0.6341075970488453,11.911619622260332,0.959965965965966,1000,25,29,1,dp-means++,0.1,50.0,5,finished,cngchcwr,silvery-sweep-456
1000.0,1000.0,6315.554741377702,0.0,{'runtime': 12},11.0,1641329726.0,0.0,2.0,1.819489963208398e-12,0.6347314222301335,9.37713604979217,0.9603443443443443,1000,25,29,0,dp-means++,0.1,50.0,5,finished,cngchcwr,dark-sweep-455
1000.0,1000.0,695.7663268734677,0.0,{'runtime': 11},9.0,1641329721.0,0.0,2.0,1.7624996650085032e-12,0.6341075970488453,7.738506192341447,0.959965965965966,1000,25,7,1,dp-means++,0.1,50.0,5,finished,cngchcwr,good-sweep-454
1000.0,1000.0,2626.831566318988,0.0,{'runtime': 9},7.0,1641329719.0,0.0,2.0,1.819489963208398e-12,0.6347314222301335,6.076869776472449,0.9603443443443443,1000,25,7,0,dp-means++,0.1,50.0,5,finished,cngchcwr,misty-sweep-453
1000.0,1000.0,26034.925567522565,0.0,{'runtime': 13},13.0,1641329724.0,0.0,2.0,4.66027910666101e-13,0.3777566775780946,10.657939011231065,0.8004424424424424,1000,5,29,1,dp-means++,0.1,50.0,5,finished,cngchcwr,royal-sweep-452
1000.0,1000.0,35080.41922464176,0.0,{'runtime': 15},13.0,1641329725.0,0.0,2.0,6.782282883098306e-13,0.37764897361046734,11.81630202382803,0.8002042042042042,1000,5,29,0,dp-means++,0.1,50.0,5,finished,cngchcwr,crisp-sweep-451
1000.0,1000.0,2523.5177546070463,0.0,{'runtime': 9},7.0,1641329714.0,0.0,2.0,4.66027910666101e-13,0.3777566775780946,5.782052965834737,0.8004424424424424,1000,5,7,1,dp-means++,0.1,50.0,5,finished,cngchcwr,graceful-sweep-450
1000.0,1000.0,9710.163907097172,0.0,{'runtime': 8},7.0,1641329712.0,0.0,2.0,6.782282883098306e-13,0.37764897361046734,4.819348415359855,0.8002042042042042,1000,5,7,0,dp-means++,0.1,50.0,5,finished,cngchcwr,dauntless-sweep-449
1.0,1.0,436076.6500716891,0.0,{'runtime': 3},1.0,1641329706.0,0.0,2.0,-3.374047563088763e-17,0.0,0.08433678559958935,0.03965565565565565,1000,25,29,0,dp-means++,500.0,10.0,5,finished,cngchcwr,true-sweep-447
1.0,1.0,429290.1553157086,0.0,{'runtime': 3},1.0,1641329705.0,0.0,2.0,-6.591644296403819e-17,0.0,0.0668604876846075,0.04003403403403403,1000,25,29,1,dp-means++,500.0,10.0,5,finished,cngchcwr,light-sweep-448
1.0,1.0,104717.56786453754,0.0,{'runtime': 3},2.0,1641329706.0,0.0,2.0,-6.591644296403819e-17,0.0,0.051181485876441,0.04003403403403403,1000,25,7,1,dp-means++,500.0,10.0,5,finished,cngchcwr,playful-sweep-446
1.0,1.0,101913.06008469178,0.0,{'runtime': 3},2.0,1641329703.0,0.0,2.0,-3.374047563088763e-17,0.0,0.08116911351680756,0.03965565565565565,1000,25,7,0,dp-means++,500.0,10.0,5,finished,cngchcwr,olive-sweep-445
1.0,1.0,426901.759079229,0.0,{'runtime': 3},1.0,1641329698.0,0.0,2.0,-2.054045494103695e-16,0.0,0.08151845447719097,0.19955755755755755,1000,5,29,1,dp-means++,500.0,10.0,5,finished,cngchcwr,prime-sweep-444
1.0,1.0,434203.9187032177,0.0,{'runtime': 2},1.0,1641329698.0,0.0,2.0,4.617703779927493e-16,0.0,0.06782248616218567,0.1997957957957958,1000,5,29,0,dp-means++,500.0,10.0,5,finished,cngchcwr,polar-sweep-443
1.0,1.0,97689.88191735825,0.0,{'runtime': 3},2.0,1641329697.0,0.0,2.0,-2.054045494103695e-16,0.0,0.054011112079024315,0.19955755755755755,1000,5,7,1,dp-means++,500.0,10.0,5,finished,cngchcwr,fiery-sweep-442
1.0,1.0,94390.74107246456,0.0,{'runtime': 3},1.0,1641329698.0,0.0,2.0,4.617703779927493e-16,0.0,0.042780304327607155,0.1997957957957958,1000,5,7,0,dp-means++,500.0,10.0,5,finished,cngchcwr,denim-sweep-441
1.0,1.0,429290.1553157086,0.0,{'runtime': 3},2.0,1641329696.0,0.0,2.0,-6.591644296403819e-17,0.0,0.09173107333481312,0.04003403403403403,1000,25,29,1,dp-means++,100.0,10.0,5,finished,cngchcwr,bumbling-sweep-440
1.0,1.0,436076.6500716891,0.0,{'runtime': 3},2.0,1641329692.0,0.0,2.0,-3.374047563088763e-17,0.0,0.07992849498987198,0.03965565565565565,1000,25,29,0,dp-means++,100.0,10.0,5,finished,cngchcwr,cool-sweep-439
1.0,1.0,104717.56786453754,0.0,{'runtime': 3},2.0,1641329690.0,0.0,2.0,-6.591644296403819e-17,0.0,0.06400680169463158,0.04003403403403403,1000,25,7,1,dp-means++,100.0,10.0,5,finished,cngchcwr,snowy-sweep-438
1.0,1.0,101913.06008469178,0.0,{'runtime': 3},2.0,1641329690.0,0.0,2.0,-3.374047563088763e-17,0.0,0.04831511154770851,0.03965565565565565,1000,25,7,0,dp-means++,100.0,10.0,5,finished,cngchcwr,fallen-sweep-437
1.0,1.0,426901.759079229,0.0,{'runtime': 3},2.0,1641329691.0,0.0,2.0,-2.054045494103695e-16,0.0,0.07970869354903698,0.19955755755755755,1000,5,29,1,dp-means++,100.0,10.0,5,finished,cngchcwr,genial-sweep-436
1.0,1.0,434203.9187032177,0.0,{'runtime': 2},2.0,1641329686.0,0.0,2.0,4.617703779927493e-16,0.0,0.08839581348001957,0.1997957957957958,1000,5,29,0,dp-means++,100.0,10.0,5,finished,cngchcwr,iconic-sweep-435
1.0,1.0,94390.74107246456,0.0,{'runtime': 3},1.0,1641329683.0,0.0,2.0,4.617703779927493e-16,0.0,0.047394510358572006,0.1997957957957958,1000,5,7,0,dp-means++,100.0,10.0,5,finished,cngchcwr,exalted-sweep-433
1.0,1.0,97689.88191735825,0.0,{'runtime': 3},1.0,1641329683.0,0.0,2.0,-2.054045494103695e-16,0.0,0.04541843757033348,0.19955755755755755,1000,5,7,1,dp-means++,100.0,10.0,5,finished,cngchcwr,brisk-sweep-434
1.0,1.0,429290.1553157086,0.0,{'runtime': 3},2.0,1641329682.0,0.0,2.0,-6.591644296403819e-17,0.0,0.07732078246772289,0.04003403403403403,1000,25,29,1,dp-means++,50.0,10.0,5,finished,cngchcwr,ethereal-sweep-432
1.0,1.0,436076.6500716891,0.0,{'runtime': 3},2.0,1641329683.0,0.0,2.0,-3.374047563088763e-17,0.0,0.05880273133516312,0.03965565565565565,1000,25,29,0,dp-means++,50.0,10.0,5,finished,cngchcwr,warm-sweep-431
